"LSOA11CD","class","total_length"
"W01001745","Not Classified",0.236
"W01001746","Unclassified",2.712
"W01001746","Not Classified",0.083
"W01001746","A Road",0.395
"W01001747","A Road",0.63
"W01001747","Unclassified",3.8
"W01001747","Not Classified",0.25
"W01001748","Unclassified",3.647
"W01001749","Unclassified",3.224
"W01001750","Not Classified",0.366
"W01001750","Unclassified",3.155
"W01001751","Unclassified",3.023
"W01001752","Unclassified",3.361
"W01001752","Not Classified",0.418
"W01001753","Unclassified",3.097
"W01001754","Unclassified",4.105
"W01001754","A Road",0.129
"W01001754","Not Classified",0.722
"W01001755","Not Classified",1.894
"W01001755","A Road",0.445
"W01001755","Unclassified",2.266
"W01001756","Unclassified",4.003
"W01001756","Not Classified",1.189
"W01001756","A Road",1.587
"W01001757","Unclassified",1.256
"W01001757","A Road",0.644
"W01001757","Not Classified",1.745
"W01001758","A Road",0.242
"W01001758","Not Classified",1.315
"W01001758","Unclassified",2.17
"W01001759","Not Classified",0.806
"W01001759","Unclassified",7.368
"W01001759","A Road",0.453
"W01001760","Unclassified",2.435
"W01001760","Not Classified",0.622
"W01001760","A Road",0.373
"W01001761","Not Classified",1.008
"W01001761","A Road",0
"W01001761","Unclassified",2.494
"W01001762","Not Classified",0.19
"W01001762","Unclassified",2.31
"W01001764","Not Classified",0.853
"W01001764","A Road",0.074
"W01001764","Unclassified",2.108
"W01001765","A Road",0.259
"W01001765","Unclassified",1.679
"W01001765","Not Classified",0.93
"W01001766","Not Classified",0.067
"W01001766","Unclassified",1.539
"W01001766","A Road",0.182
"W01001767","Unclassified",2.205
"W01001767","A Road",0.368
"W01001767","Not Classified",0.308
"W01001768","A Road",0.336
"W01001768","Unclassified",1.062
"W01001768","Not Classified",1.523
"W01001769","Unclassified",3.747
"W01001769","Not Classified",0.205
"W01001770","Not Classified",2.352
"W01001770","Unclassified",3.305
"W01001771","Unclassified",3.393
"W01001771","Not Classified",0.251
"W01001772","Not Classified",0.144
"W01001772","A Road",0.353
"W01001772","Unclassified",3.034
"W01001773","Not Classified",0.504
"W01001773","Unclassified",3.301
"W01001773","A Road",0.337
"W01001774","Unclassified",2.225
"W01001774","A Road",0.105
"W01001775","Unclassified",2.67
"W01001775","Not Classified",1.242
"W01001775","A Road",0.905
"W01001776","A Road",0.761
"W01001776","Not Classified",0.951
"W01001776","Unclassified",2.008
"W01001777","Not Classified",3.683
"W01001777","B Road",1.577
"W01001777","Unclassified",7.772
"W01001778","A Road",0.626
"W01001778","Not Classified",4.787
"W01001778","Unclassified",9.35
"W01001779","A Road",0.272
"W01001779","Not Classified",0.376
"W01001779","Unclassified",2.791
"W01001780","Not Classified",0.059
"W01001780","Unclassified",4.231
"W01001780","A Road",0.288
"W01001781","A Road",1.851
"W01001781","Unclassified",3.445
"W01001781","Not Classified",1.24
"W01001781","B Road",0.279
"W01001782","Unclassified",3.523
"W01001782","Not Classified",0.918
"W01001782","A Road",0.076
"W01001782","B Road",0.407
"W01001783","Not Classified",0.025
"W01001783","Unclassified",2.517
"W01001784","A Road",0.092
"W01001784","Unclassified",3.207
"W01001785","Unclassified",2.444
"W01001785","Not Classified",0.037
"W01001786","A Road",0.132
"W01001786","Not Classified",0.537
"W01001786","Unclassified",3.941
"W01001787","Unclassified",2.89
"W01001787","A Road",0.46
"W01001788","A Road",0.115
"W01001788","Unclassified",3.227
"W01001788","Not Classified",0.232
"W01001789","A Road",0.668
"W01001789","Unclassified",2.609
"W01001789","Not Classified",1.3
"W01001790","Unclassified",1.755
"W01001791","Unclassified",5.16
"W01001791","B Road",0.339
"W01001791","Not Classified",0.678
"W01001792","Unclassified",4.545
"W01001792","Not Classified",0.142
"W01001793","Unclassified",2.656
"W01001794","Unclassified",3.446
"W01001795","Not Classified",0.105
"W01001795","Unclassified",3.461
"W01001795","A Road",0.072
"W01001796","Unclassified",3.006
"W01001797","B Road",0.001
"W01001797","Unclassified",2.586
"W01001797","Not Classified",0.047
"W01001798","A Road",0.32
"W01001798","Unclassified",2.599
"W01001798","Not Classified",0.008
"W01001799","Unclassified",2.504
"W01001799","B Road",0.62
"W01001799","Not Classified",0.208
"W01001800","Not Classified",0.181
"W01001800","Unclassified",2.548
"W01001802","Unclassified",3.856
"W01001802","Not Classified",0.058
"W01001803","Unclassified",3.77
"W01001803","B Road",0.222
"W01001804","Unclassified",3.328
"W01001805","Unclassified",3.665
"W01001806","B Road",0.041
"W01001806","Not Classified",0.229
"W01001806","Unclassified",4.166
"W01001807","Unclassified",2.74
"W01001808","Unclassified",2.09
"W01001809","Unclassified",2.584
"W01001810","Not Classified",0.149
"W01001810","Unclassified",2.116
"W01001811","A Road",2.501
"W01001811","Unclassified",5.982
"W01001811","Not Classified",0.275
"W01001812","Unclassified",1.505
"W01001813","Unclassified",2.832
"W01001813","Not Classified",0.03
"W01001814","Unclassified",2.766
"W01001815","Unclassified",3.005
"W01001816","Not Classified",0.165
"W01001816","Unclassified",5.729
"W01001817","Unclassified",2.443
"W01001818","Unclassified",3.203
"W01001818","Not Classified",0.001
"W01001819","Not Classified",3.508
"W01001819","Unclassified",15.063
"W01001820","Not Classified",0.687
"W01001820","B Road",0.604
"W01001820","Unclassified",5.595
"W01001821","Unclassified",2.485
"W01001821","Not Classified",0.557
"W01001822","Unclassified",3.674
"W01001822","Not Classified",1.001
"W01001822","A Road",1.06
"W01001823","Unclassified",2.835
"W01001823","Not Classified",1.713
"W01001824","Not Classified",0.775
"W01001824","Unclassified",2.008
"W01001824","A Road",0.18
"W01001825","A Road",0.882
"W01001825","Not Classified",1.611
"W01001825","Unclassified",4.368
"W01001826","Unclassified",4.244
"W01001826","Not Classified",0.235
"W01001827","Not Classified",0.178
"W01001827","Unclassified",3.22
"W01001828","Not Classified",0.532
"W01001828","Unclassified",3.4
"W01001828","A Road",1.112
"W01001829","Not Classified",0.14
"W01001829","Unclassified",1.693
"W01001829","A Road",0.066
"W01001829","B Road",0.307
"W01001830","A Road",0.196
"W01001830","Not Classified",0.445
"W01001830","Unclassified",1.216
"W01001831","Unclassified",1.174
"W01001831","Not Classified",0.14
"W01001831","A Road",0.234
"W01001832","Unclassified",1.193
"W01001832","B Road",0
"W01001833","Not Classified",0.943
"W01001833","A Road",0.387
"W01001833","Unclassified",1.379
"W01001834","Not Classified",0.152
"W01001834","Unclassified",1.328
"W01001834","B Road",0.182
"W01001835","Not Classified",1.219
"W01001835","B Road",0.188
"W01001835","Unclassified",2.748
"W01001835","A Road",0.335
"W01001836","Unclassified",2.652
"W01001836","Not Classified",1.371
"W01001837","Not Classified",0.458
"W01001837","Unclassified",1.279
"W01001838","Unclassified",1.485
"W01001838","Not Classified",0.344
"W01001839","A Road",0.001
"W01001839","Unclassified",1.351
"W01001840","Not Classified",0.351
"W01001840","B Road",0.968
"W01001840","Unclassified",3.913
"W01001841","Unclassified",4.094
"W01001841","Not Classified",0.644
"W01001841","B Road",0.717
"W01001842","Motorway",0.626
"W01001842","Not Classified",1.249
"W01001842","Unclassified",8.997
"W01001842","A Road",0.263
"W01001843","B Road",0.958
"W01001843","Not Classified",2.186
"W01001843","Unclassified",6.162
"W01001843","Motorway",0.543
"W01001843","A Road",2.289
"W01001844","Unclassified",4.465
"W01001846","B Road",0.336
"W01001846","Unclassified",4.032
"W01001846","Not Classified",0.224
"W01001847","B Road",0.112
"W01001847","Unclassified",5.273
"W01001847","Not Classified",0.171
"W01001848","A Road",0.283
"W01001848","Not Classified",1.026
"W01001848","Unclassified",2.648
"W01001849","Unclassified",4.232
"W01001849","Not Classified",0.354
"W01001849","A Road",0.189
"W01001850","Not Classified",0.269
"W01001850","A Road",0.034
"W01001850","Unclassified",4.816
"W01001851","Unclassified",3.403
"W01001852","Unclassified",7.46
"W01001852","A Road",1.078
"W01001852","Not Classified",5.22
"W01001853","A Road",0.03
"W01001853","Unclassified",3.418
"W01001853","Not Classified",0.099
"W01001854","Unclassified",2.991
"W01001855","Unclassified",2.198
"W01001855","A Road",0
"W01001856","Unclassified",2.219
"W01001856","A Road",0.048
"W01001856","Not Classified",1.1
"W01001857","B Road",0.331
"W01001857","Unclassified",1.743
"W01001857","Not Classified",0.132
"W01001857","A Road",0.499
"W01001858","Not Classified",3.708
"W01001858","A Road",0.82
"W01001858","Unclassified",1.907
"W01001859","A Road",0.228
"W01001859","Unclassified",1.507
"W01001859","B Road",0.093
"W01001859","Not Classified",0.38
"W01001860","Not Classified",0.013
"W01001860","B Road",0.197
"W01001860","Unclassified",1.003
"W01001861","Unclassified",2.447
"W01001861","A Road",0.294
"W01001861","B Road",0.092
"W01001861","Not Classified",1.675
"W01001862","Unclassified",1.929
"W01001862","Not Classified",0.766
"W01001862","A Road",0.595
"W01001863","Unclassified",3.017
"W01001863","B Road",0.723
"W01001863","Not Classified",0.961
"W01001864","Unclassified",2.277
"W01001864","Not Classified",0.292
"W01001864","B Road",1.165
"W01001865","B Road",0.498
"W01001865","Not Classified",1.076
"W01001865","Unclassified",3.433
"W01001866","Not Classified",0.54
"W01001866","B Road",0.551
"W01001866","Unclassified",2.378
"W01001867","Unclassified",2.384
"W01001868","B Road",0.057
"W01001868","Not Classified",0.271
"W01001868","Unclassified",3.068
"W01001869","Unclassified",1.026
"W01001870","Not Classified",0.001
"W01001870","Unclassified",2.023
"W01001871","Unclassified",2.224
"W01001871","Not Classified",0.135
"W01001872","Not Classified",0.031
"W01001872","Unclassified",1.517
"W01001873","Not Classified",0.382
"W01001873","Unclassified",2.784
"W01001874","Not Classified",3.72
"W01001874","Unclassified",8.529
"W01001875","A Road",0.724
"W01001875","Not Classified",3.484
"W01001875","Unclassified",10.061
"W01001876","Unclassified",2.524
"W01001876","Not Classified",0.385
"W01001877","Not Classified",0.22
"W01001877","Unclassified",4.888
"W01001877","A Road",0.291
"W01001878","Not Classified",0.133
"W01001878","A Road",0.061
"W01001878","Unclassified",3.78
"W01001879","Unclassified",3.602
"W01001880","Unclassified",2.524
"W01001881","Not Classified",0.066
"W01001881","B Road",0.237
"W01001881","Unclassified",2.982
"W01001882","Not Classified",0.203
"W01001882","Unclassified",5.657
"W01001883","Unclassified",3.151
"W01001884","Unclassified",2.215
"W01001885","B Road",1.676
"W01001885","Not Classified",1.945
"W01001885","Unclassified",9.682
"W01001886","Unclassified",2.517
"W01001887","Not Classified",0.845
"W01001887","A Road",0.818
"W01001887","Unclassified",2.978
"W01001888","Unclassified",4.751
"W01001888","Not Classified",0.315
"W01001889","Unclassified",3.802
"W01001889","A Road",0.404
"W01001889","Not Classified",1.001
"W01001890","Unclassified",2.879
"W01001890","A Road",0.57
"W01001890","Not Classified",0.646
"W01001891","Not Classified",1.236
"W01001891","Unclassified",4.05
"W01001892","Unclassified",3.731
"W01001892","Not Classified",0.143
"W01001893","A Road",5.381
"W01001893","Unclassified",8.548
"W01001893","Motorway",2.768
"W01001893","Not Classified",2.304
"W01001894","Unclassified",3.471
"W01001894","Not Classified",0.339
"W01001894","A Road",0.703
"W01001895","Unclassified",3.627
"W01001895","A Road",0.951
"W01001895","Not Classified",3.667
"W01001896","Not Classified",0.52
"W01001896","Unclassified",2.877
"W01001896","A Road",0.393
"W01001897","Unclassified",102.772
"W01001897","A Road",28.115
"W01001897","B Road",10.375
"W01001897","Not Classified",69.938
"W01001898","A Road",2.522
"W01001898","Unclassified",10.736
"W01001898","Not Classified",6.677
"W01001899","Not Classified",3.564
"W01001899","B Road",0.054
"W01001899","A Road",1.853
"W01001899","Unclassified",12.75
"W01001900","B Road",0.047
"W01001900","Not Classified",3.985
"W01001900","Unclassified",9.326
"W01001900","A Road",0.627
"W01001901","Unclassified",5.597
"W01001901","B Road",0.511
"W01001901","Not Classified",0.319
"W01001902","Unclassified",4.426
"W01001902","B Road",0.201
"W01001902","Not Classified",1.72
"W01001903","Not Classified",2.049
"W01001903","Unclassified",7.771
"W01001903","A Road",3.109
"W01001904","B Road",3.615
"W01001904","Unclassified",50.228
"W01001904","A Road",4.516
"W01001904","Not Classified",25.093
"W01001905","Not Classified",34.008
"W01001905","B Road",9.52
"W01001905","Unclassified",89.496
"W01001905","A Road",12.929
"W01001906","Not Classified",128.101
"W01001906","Unclassified",63.61
"W01001906","B Road",48.075
"W01001907","B Road",22.968
"W01001907","Unclassified",109.052
"W01001907","Not Classified",50.361
"W01001908","Not Classified",0.176
"W01001908","B Road",0.011
"W01001908","Unclassified",4.428
"W01001909","Unclassified",6.043
"W01001909","Not Classified",0.276
"W01001909","B Road",0.112
"W01001910","A Road",0.042
"W01001910","Not Classified",1.971
"W01001910","B Road",0.823
"W01001910","Unclassified",3.115
"W01001911","Unclassified",2.117
"W01001911","Not Classified",1.74
"W01001912","B Road",7.969
"W01001912","Not Classified",8.157
"W01001912","Unclassified",8.492
"W01001913","Unclassified",11.174
"W01001913","A Road",4.489
"W01001913","Not Classified",15.588
"W01001913","Motorway",2.879
"W01001914","A Road",0.629
"W01001914","Unclassified",6.527
"W01001914","Not Classified",2.956
"W01001915","Not Classified",0.525
"W01001915","Unclassified",3.856
"W01001915","B Road",0.541
"W01001916","Unclassified",3.886
"W01001916","Not Classified",0.361
"W01001917","Unclassified",3.615
"W01001917","Not Classified",1.624
"W01001917","B Road",0.612
"W01001917","A Road",0.737
"W01001918","A Road",0.002
"W01001918","Unclassified",5.204
"W01001918","Not Classified",0.116
"W01001919","Not Classified",0.474
"W01001919","Unclassified",3.471
"W01001920","Unclassified",2.981
"W01001920","A Road",0.053
"W01001920","Not Classified",0.038
"W01001920","B Road",0.448
"W01001921","Unclassified",4.037
"W01001921","B Road",0.902
"W01001921","A Road",0.062
"W01001921","Not Classified",0.137
"W01001922","Unclassified",1.686
"W01001922","Not Classified",1.186
"W01001923","Not Classified",2.26
"W01001923","Unclassified",5.206
"W01001923","B Road",1.395
"W01001924","B Road",0.106
"W01001924","Unclassified",4.091
"W01001924","Not Classified",1.327
"W01001925","B Road",4.837
"W01001925","Unclassified",12.437
"W01001925","A Road",3.261
"W01001925","Not Classified",11.438
"W01001926","A Road",6.418
"W01001926","Not Classified",8.669
"W01001926","Unclassified",25.963
"W01001926","B Road",1.79
"W01001927","A Road",1.202
"W01001927","Unclassified",4.513
"W01001927","Not Classified",0.945
"W01001928","A Road",1.182
"W01001928","Not Classified",1.106
"W01001928","Unclassified",4.134
"W01001929","A Road",0.22
"W01001929","Unclassified",2.28
"W01001929","Not Classified",0.249
"W01001930","B Road",19.353
"W01001930","Not Classified",51.253
"W01001930","Unclassified",86.902
"W01001931","Unclassified",3.439
"W01001931","B Road",0.002
"W01001931","Not Classified",0.419
"W01001931","A Road",0.592
"W01001932","Unclassified",148.377
"W01001932","Not Classified",80.374
"W01001932","B Road",24.307
"W01001933","Unclassified",48.843
"W01001933","Not Classified",117.775
"W01001933","B Road",16.282
"W01001933","A Road",22.825
"W01001934","A Road",3.295
"W01001934","Unclassified",8.124
"W01001934","B Road",0.676
"W01001934","Not Classified",6.897
"W01001935","Not Classified",1.304
"W01001935","Unclassified",3.717
"W01001935","A Road",1.633
"W01001936","Not Classified",4.629
"W01001936","A Road",2.094
"W01001936","Unclassified",4.471
"W01001937","B Road",10.018
"W01001937","A Road",0.771
"W01001937","Not Classified",19.438
"W01001937","Unclassified",23.575
"W01001938","Unclassified",2.247
"W01001938","Not Classified",0.176
"W01001938","A Road",0.628
"W01001938","B Road",0.043
"W01001939","Unclassified",9.534
"W01001939","A Road",2.332
"W01001939","Not Classified",1.095
"W01001940","A Road",0.843
"W01001940","Unclassified",1.66
"W01001940","Not Classified",7.037
"W01001941","A Road",0.332
"W01001941","Not Classified",0.761
"W01001941","Unclassified",3.083
"W01001942","A Road",0.35
